"genus_species","site_name","resident","broods","broodsNum","wintering","weedy","hostgenera","hostfamily","range","wingspan","extirpated","mean_dff","sd_dff","mean_dlf","sd_dlf","diet_breadth"
"Adelpha bredowii californica","Castle Peak","no","two",2,"no",0,1,1,525570.116,67,"no",189.0714286,20.27299942,199.7857143,25.02668905,"one"
"Adelpha bredowii californica","Donner Pass","no","two",2,"no",0,1,1,525570.116,67,"no",177.725,37.24829199,239.8536585,39.73446928,"one"
"Adelpha bredowii californica","Gates Canyon","yes","two",2,"larva",0,1,1,525570.116,67,"no",180.7272727,83.83446894,214.9090909,76.67914259,"one"
"Adelpha bredowii californica","Lang Crossing","yes","two",2,"larva",0,1,1,525570.116,67,"no",157.25,24.55286181,261.3181818,25.23450271,"one"
"Adelpha bredowii californica","North Sacramento","no","two",2,"no",0,1,1,525570.116,67,"no",NA,NA,NA,NA,"one"
"Adelpha bredowii californica","Rancho Cordova",NA,"two",2,NA,0,1,1,525570.116,67,"no",208.125,70.35509424,210.875,69.5566316,"one"
"Adelpha bredowii californica","Sierra Valley","no","two",2,NA,0,1,1,525570.116,67,"no",216.5,57.59774301,209.8333333,56.87676737,"one"
"Adelpha bredowii californica","Suisun Marsh","no","two",2,"no",0,1,1,525570.116,67,"no",234.2857143,70.56371656,227.1428571,63.99851189,"one"
"Adelpha bredowii californica","Washington","yes","two",2,"larva",0,1,1,525570.116,67,"no",134.09375,22.41307132,276.1290323,26.27767358,"one"
"Adelpha bredowii californica","West Sacramento","no","two",2,"no",0,1,1,525570.116,67,"no",193.5,63.8409482,194.5,63.40084121,"one"
"Agraulis vanillae","Gates Canyon","no","multiple",3,"adult",1,1,1,2235231.441,70,"no",242,79.18333158,246.25,74.99944444,"one"
"Agraulis vanillae","North Sacramento","no","multiple",3,"adult",1,1,1,2235231.441,70,"no",160.8333333,66.49515817,300.5833333,49.41927915,"one"
"Agraulis vanillae","Rancho Cordova","yes","multiple",3,"adult",1,NA,NA,2235231.441,70,"no",209.2727273,86.78489605,244,83.24421902,NA
"Agraulis vanillae","Suisun Marsh","yes","multiple",3,"adult",1,1,1,2235231.441,70,"no",197.9166667,82.32801173,225.25,93.02993164,"one"
"Agriades podarce","Castle Peak","yes","one",1,"larva",0,1,1,NA,24,"no",199.9615385,20.2098605,221,18.89973545,"one"
"Agriades podarce","Donner Pass","yes","one",1,"larva",0,1,1,NA,24,"no",185.3913043,16.94235752,208.7608696,18.82927364,"one"
"Amblyscirtes vialis","Donner Pass","yes","one",1,"larva",0,NA,NA,2548995.648,27.5,"no",187.5,18.16339976,195.25,17.48830778,NA
"Amblyscirtes vialis","Lang Crossing","yes","one",1,"larva",0,1,1,2548995.648,27.5,"no",157.2121212,17.4709716,167.030303,16.41737808,"one"
"Amblyscirtes vialis","Washington","yes","one",1,"larva",0,NA,1,2548995.648,27.5,"no",142,24.8499497,149.9230769,23.3271054,NA
"Anthocharis lanceolata","Donner Pass","no","one",1,"no",0,1,1,445075.8626,40,"no",NA,NA,NA,NA,"one"
"Anthocharis lanceolata","Lang Crossing","yes","one",1,"pupa",0,1,1,445075.8626,40,"no",147.525,15.09455242,167.8,12.37076786,"one"
"Anthocharis lanceolata","Sierra Valley","no","one",1,NA,0,1,1,445075.8626,40,"no",NA,NA,NA,NA,"one"
"Anthocharis lanceolata","Washington","yes","one",1,"pupa",0,1,1,445075.8626,40,"no",136.75,23.00631049,150.875,20.21776606,"one"
"Anthocharis sara sara","Castle Peak","no","one",1,"pupa",0,1,1,527521.1443,33.5,"no",NA,NA,NA,NA,"one"
"Anthocharis sara sara","Donner Pass","yes","one",1,"pupa",0,1,1,527521.1443,33.5,"no",166.4,22.3737197,174.9230769,20.11352396,"one"
"Anthocharis sara sara","Gates Canyon","yes","two",2,"pupa",0,4,1,527521.1443,33.5,"no",82.125,42.51533337,110.625,50.0540779,"multiple"
"Anthocharis sara sara","Lang Crossing",NA,"one",1,"pupa",0,1,1,527521.1443,33.5,"no",131.4615385,13.8420578,137.9230769,16.98264574,"one"
"Anthocharis sara sara","North Sacramento","no","one",1,"no",0,2,1,527521.1443,33.5,"no",NA,NA,NA,NA,"two"
"Anthocharis sara sara","Rancho Cordova","no","one",1,"no",0,1,1,527521.1443,33.5,"no",104,42.80770959,104.2,40.32617016,"one"
"Anthocharis sara sara","Washington","yes","one",1,"pupa",0,1,1,527521.1443,33.5,"no",89.44,22.77257122,128,22.38034852,"one"
"Anthocharis sara sara","West Sacramento","no","one",1,"no",0,2,1,527521.1443,33.5,"no",NA,NA,NA,NA,"two"
"Anthocharis sara thoosa","Sierra Valley","yes","one",1,"pupa",0,1,1,527521.1443,31,"no",119.4,24.95596121,124,24.19710727,"one"
"Anthocharis stella","Castle Peak","yes","one",1,"pupa",0,1,1,1095089.064,31,"no",194.3333333,21.85101066,204.5294118,15.7041498,"one"
"Anthocharis stella","Donner Pass","yes","one",1,"pupa",0,1,1,1095089.064,31,"no",154.7804878,23.21046337,191.1555556,16.52127493,"one"
"Anthocharis stella","Lang Crossing","yes","one",1,"pupa",0,1,1,1095089.064,31,"no",149.1818182,29.14384388,153.3636364,26.14678843,"one"
"Anthocharis stella","Sierra Valley","yes","one",1,"pupa",0,1,1,1095089.064,31,"no",133.75,22.6476636,133.25,22.618208,"one"
"Apodemia mormo","Donner Pass","yes","one",1,"larva",0,1,1,1927715.696,28,"no",253.6538462,13.74319412,257.8461538,12.76774783,"one"
"Apodemia mormo","Gates Canyon","no","one",1,"no",0,1,1,1927715.696,28,"no",NA,NA,NA,NA,"one"
"Apodemia mormo","Lang Crossing","yes","one",1,"larva",0,1,1,1927715.696,28,"no",217.8,15.64463312,239.0681818,18.09972083,"one"
"Apodemia mormo","Washington","yes","one",1,"larva",0,1,1,1927715.696,28,"no",236.0952381,15.39124674,239.4285714,17.65664586,"one"
"Atalopedes campestris","Castle Peak","no","multiple",3,"no",1,0,0,3973088.695,38,"no",NA,NA,NA,NA,"zero"
"Atalopedes campestris","Donner Pass","no","multiple",3,"larva",1,0,0,3973088.695,38,"no",NA,NA,NA,NA,"zero"
"Atalopedes campestris","Gates Canyon","yes","multiple",3,"larva",1,3,1,3973088.695,38,"no",197.0909091,69.46143469,213.9090909,78.73684594,"multiple"
"Atalopedes campestris","Lang Crossing",NA,"multiple",3,"larva",1,NA,1,3973088.695,38,"no",NA,NA,NA,NA,NA
"Atalopedes campestris","North Sacramento","yes","multiple",3,"larva",1,4,1,3973088.695,38,"no",104.8484848,21.00910697,308.8787879,14.35870288,"multiple"
"Atalopedes campestris","Rancho Cordova","yes","multiple",3,"larva",1,4,1,3973088.695,38,"no",176.8181818,83.03471344,214.5454545,83.56358494,"multiple"
"Atalopedes campestris","Sierra Valley","yes","multiple",3,NA,1,NA,1,3973088.695,38,"no",227.5714286,42.09060522,240,40.90232267,NA
"Atalopedes campestris","Suisun Marsh","yes","multiple",3,"larva",1,3,1,3973088.695,38,"no",192.5454545,81.99068683,221.9090909,83.64622472,"multiple"
"Atalopedes campestris","Washington",NA,"multiple",3,NA,1,NA,1,3973088.695,38,"no",222.875,64.78567228,276.6875,34.10125853,NA
"Atalopedes campestris","West Sacramento","yes","multiple",3,"larva",1,3,1,3973088.695,38,"no",202.3333333,90.60035454,229.0833333,94.24769911,"multiple"
"Atlides halesus","Castle Peak","no","multiple",3,"no",0,1,1,1892647.397,35.5,"no",NA,NA,NA,NA,"one"
"Atlides halesus","Donner Pass","no","multiple",3,"no",0,1,1,1892647.397,35.5,"no",222.8333333,38.43652777,235.6666667,30.50682984,"one"
"Atlides halesus","Gates Canyon","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",165,76.81406121,179,85.01529274,"one"
"Atlides halesus","Lang Crossing","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",192.6315789,31.46287146,192.6315789,31.46287146,"one"
"Atlides halesus","North Sacramento","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",174.4193548,40.78788561,235.2258065,50.1661969,"one"
"Atlides halesus","Rancho Cordova","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",166.8888889,76.30275952,172.8888889,76.14040393,"one"
"Atlides halesus","Sierra Valley","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",225.375,54.49229959,227.25,54.35268425,"one"
"Atlides halesus","Suisun Marsh",NA,"multiple",3,NA,0,1,1,1892647.397,35.5,"no",168.6666667,85.50877148,169.2222222,81.37993883,"one"
"Atlides halesus","Washington","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",200,51.54286242,211.3846154,56.75758167,"one"
"Atlides halesus","West Sacramento","yes","multiple",3,"pupa",0,1,1,1892647.397,35.5,"no",183.5555556,71.57008997,183.4444444,65.65080181,"one"
"Battus philenor","Gates Canyon","yes","multiple",3,"pupa",0,1,1,3284617.408,90,"no",173.3333333,115.5345941,211.25,108.5734984,"one"
"Battus philenor","Lang Crossing","no","multiple",3,"pupa",0,1,1,3284617.408,90,"no",NA,NA,NA,NA,"one"
"Battus philenor","North Sacramento","yes","multiple",3,"pupa",0,1,1,3284617.408,90,"no",106.4285714,40.34061327,199.1428571,65.0570771,"one"
"Battus philenor","Rancho Cordova","yes","multiple",3,"pupa",0,1,1,3284617.408,90,"no",146.5454545,104.0734007,180.2727273,103.6273042,"one"
"Battus philenor","Suisun Marsh","no","multiple",3,"no",0,1,1,3284617.408,90,"no",168.5,87.40345323,187.5,87.26084199,"one"
"Battus philenor","Washington","no","multiple",3,"no",0,1,1,3284617.408,90,"no",119.4,23.79827504,155.95,37.88552702,"one"
"Battus philenor","West Sacramento","no","multiple",3,"no",0,1,1,3284617.408,90,"no",175.5,88.79846095,182.6,91.10457971,"one"
"Boloria epithore","Castle Peak","yes","one",1,"larva",0,1,1,754078.6038,41.5,"no",186.8333333,17.18790977,209.6285714,18.47905924,"one"
"Boloria epithore","Donner Pass","yes","one",1,"larva",0,1,1,754078.6038,41.5,"no",168.9333333,16.99518648,207.8,15.40749522,"one"
"Boloria epithore","Lang Crossing","yes","one",1,"larva",0,1,1,754078.6038,41.5,"no",163.3333333,20.86034147,178.7407407,21.21790353,"one"
"Boloria epithore","Sierra Valley","no","one",1,"larva",0,1,1,754078.6038,41.5,"no",NA,NA,NA,NA,"one"
"Brephidium exile","Donner Pass","no","multiple",3,"no",1,0,0,2299429.368,16,"no",254.5384615,26.71957892,262.5384615,18.67536427,"zero"
"Brephidium exile","Gates Canyon","no","multiple",3,"no",1,1,1,2299429.368,16,"no",263.6666667,38.04032948,267.1666667,45.61322908,"one"
"Brephidium exile","Lang Crossing","no","multiple",3,"no",1,1,1,2299429.368,16,"no",NA,NA,NA,NA,"one"
"Brephidium exile","North Sacramento","no","multiple",3,"no",1,2,1,2299429.368,16,"no",224.21875,27.33157736,311.1290323,17.37381542,"two"
"Brephidium exile","Rancho Cordova","no","multiple",3,"no",1,NA,1,2299429.368,16,"no",240.6666667,60.68360569,243.4444444,61.63625376,NA
"Brephidium exile","Sierra Valley","no","multiple",3,"no",1,1,1,2299429.368,16,"no",245.2857143,47.41558916,246.2857143,41.27030525,"one"
"Brephidium exile","Suisun Marsh",NA,"multiple",3,NA,1,4,2,2299429.368,16,"no",177.2307692,104.8547836,204.7692308,117.5500984,"multiple"
"Brephidium exile","Washington","no","multiple",3,"no",1,0,0,2299429.368,16,"no",282,14.24279266,286.875,17.74773627,"zero"
"Brephidium exile","West Sacramento",NA,"multiple",3,"no",1,2,1,2299429.368,16,"no",181.8333333,120.6232552,197.3333333,110.2660694,"two"
"Callophrys dumetorum","Gates Canyon","yes","two",2,"pupa",0,1,1,66251.7118,28.5,"no",112.25,47.79644338,112.625,47.74018224,"one"
"Callophrys dumetorum","Lang Crossing","yes","one",1,"pupa",0,1,1,66251.7118,28.5,"no",138.6363636,8.593866735,146.3636364,13.35868801,"one"
"Callophrys dumetorum","Rancho Cordova",NA,"one",1,"pupa",0,1,1,66251.7118,28.5,"no",NA,NA,NA,NA,"one"
"Callophrys dumetorum","Washington","yes","one",1,"pupa",0,1,1,66251.7118,28.5,"no",125.0555556,23.20616607,130.5,23.18024006,"one"
"Callophrys sheridanii lemberti","Castle Peak","yes","one",1,"pupa",0,1,1,1283903.685,19,"no",197.4,24.3958102,198.4137931,20.16453259,"one"
"Callophrys sheridanii lemberti","Donner Pass","yes","one",1,"pupa",0,1,1,1283903.685,19,"no",157.6363636,18.29757187,167.8571429,19.19887077,"one"
"Callophrys sheridanii lemberti","Lang Crossing","yes","one",1,"pupa",0,1,1,1283903.685,19,"no",130,18.02775638,128.9166667,17.59368861,"one"
"Callophrys sheridanii lemberti","Sierra Valley","yes","one",1,"pupa",0,1,1,1283903.685,19,"no",NA,NA,NA,NA,"one"
"Carterocephalus palaemon","Washington","yes","one",1,"larva",0,NA,1,1047691.323,28.5,"no",156.1428571,12.85079208,159.5714286,8.443086775,NA
"Celastrina ladon echo","Castle Peak","yes","one",1,"pupa",0,2,2,4044754.136,27.5,"no",198.4285714,19.38949151,192.9,14.01089801,"two"
"Celastrina ladon echo","Donner Pass","yes","one",1,"pupa",0,2,2,4044754.136,27.5,"no",146.2222222,28.10908456,194.0888889,17.69414672,"two"
"Celastrina ladon echo","Gates Canyon","yes","two",2,"pupa",0,2,2,4044754.136,27.5,"no",160.0714286,110.4170167,186.5714286,98.61948184,"two"
"Celastrina ladon echo","Lang Crossing","yes","one",1,"pupa",0,2,2,4044754.136,27.5,"no",116.5454545,33.93844696,182.6136364,18.39516609,"two"
"Celastrina ladon echo","North Sacramento","yes","one",1,"pupa",0,NA,3,4044754.136,27.5,"no",85.55555556,49.24457105,111.7777778,61.05280046,NA
"Celastrina ladon echo","Rancho Cordova","no","one",1,"no",0,0,0,4044754.136,27.5,"no",NA,NA,NA,NA,"zero"
"Celastrina ladon echo","Sierra Valley","no","one",1,NA,0,NA,NA,4044754.136,27.5,"no",146,44.74371464,153,46.74041791,NA
"Celastrina ladon echo","Suisun Marsh","no","two",2,"no",0,0,0,4044754.136,27.5,"no",NA,NA,NA,NA,"zero"
"Celastrina ladon echo","Washington","yes","two",2,"pupa",0,2,2,4044754.136,27.5,"no",92.32142857,41.71956959,179.1875,15.33378623,"two"
"Celastrina ladon echo","West Sacramento","no","one",1,"no",0,0,0,4044754.136,27.5,"no",NA,NA,NA,NA,"zero"
"Cercyonis oetus","Castle Peak","yes","one",1,"larva",0,NA,NA,2283422.562,39,"no",221.1515152,12.57756239,235.5,12.67517258,NA
"Cercyonis oetus","Sierra Valley","yes","one",1,"larva",0,NA,1,2283422.562,39,"no",220.7142857,36.48156743,226.1428571,34.77273152,NA
"Cercyonis pegala boopis","Gates Canyon","yes","one",1,"larva",0,NA,1,5325722.138,58,"no",187.4285714,41.74468886,211.8571429,41.80282515,NA
"Cercyonis pegala boopis","Sierra Valley","yes","one",1,"larva",0,NA,1,5325722.138,58,"no",209.8333333,28.33666647,213.6666667,23.98054767,NA
"Cercyonis sthenele silvestris","Donner Pass","no","one",1,"no",0,0,0,1716542.046,39,"no",NA,NA,NA,NA,"zero"
"Cercyonis sthenele silvestris","Gates Canyon","no","one",1,"no",0,0,0,1716542.046,39,"no",NA,NA,NA,NA,"zero"
"Cercyonis sthenele silvestris","Lang Crossing","yes","one",1,"larva",0,NA,1,1716542.046,39,"no",200.4,14.04602823,239.8636364,19.12576602,NA
"Cercyonis sthenele silvestris","Sierra Valley","yes","one",1,"larva",0,NA,1,1716542.046,39,"no",195.5714286,35.34523609,206.2857143,37.16052693,NA
"Cercyonis sthenele silvestris","Suisun Marsh","no","one",1,"no",0,0,0,1716542.046,39,"no",NA,NA,NA,NA,"zero"
"Cercyonis sthenele silvestris","Washington","yes","one",1,"larva",0,NA,1,1716542.046,39,"no",181.1935484,15.79961889,238.5806452,23.64286248,NA
"Chlosyne hoffmanni","Castle Peak","yes","one",1,"larva",0,1,1,330953.9367,38,"no",195.7037037,13.552788,211.1428571,11.45359655,"one"
"Chlosyne hoffmanni","Donner Pass","yes","one",1,"larva",0,1,1,330953.9367,38,"no",180.3695652,14.65205135,206.6086957,15.92269974,"one"
"Chlosyne hoffmanni","Lang Crossing","no","one",1,"no",0,1,1,330953.9367,38,"no",NA,NA,NA,NA,"one"
"Chlosyne lacinia","North Sacramento","yes","multiple",3,"larva",1,1,1,1273462.41,41,"no",NA,NA,NA,NA,"one"
"Chlosyne palla","Castle Peak","no","one",1,"larva",0,2,1,1455858.83,38.5,"no",186,14.24780685,186,14.24780685,"two"
"Chlosyne palla","Donner Pass","yes","one",1,"larva",0,1,1,1455858.83,38.5,"no",178.9756098,22.91995616,201.7560976,18.36815245,"one"
"Chlosyne palla","Gates Canyon","yes","one",1,"larva",0,1,1,1455858.83,38.5,"no",124.5,25.0499501,136.1666667,32.05880014,"one"
"Chlosyne palla","Lang Crossing","yes","one",1,"larva",0,2,1,1455858.83,38.5,"no",143.6,16.33589723,191.3809524,11.9080878,"two"
"Chlosyne palla","North Sacramento","no","one",1,"larva",0,1,1,1455858.83,38.5,"no",NA,NA,NA,NA,"one"
"Chlosyne palla","Rancho Cordova","no","one",1,"larva",0,0,0,1455858.83,38.5,"no",NA,NA,NA,NA,"zero"
"Chlosyne palla","Sierra Valley","yes","one",1,"larva",0,1,1,1455858.83,38.5,"no",150.3333333,24.54927019,153.5,26.4933954,"one"
"Chlosyne palla","Suisun Marsh","no","one",1,"no",0,0,0,1455858.83,38.5,"no",NA,NA,NA,NA,"zero"
"Chlosyne palla","Washington","yes","one",1,"larva",0,1,1,1455858.83,38.5,"no",118,16.35033129,171.1875,13.59183222,"one"
"Coenonympha tullia ampelos","Castle Peak","yes","two",2,"larva",0,NA,NA,3238045.588,29.5,"no",NA,NA,NA,NA,NA
"Coenonympha tullia ampelos","Donner Pass","no","two",2,"no",0,0,0,3238045.588,29.5,"no",222.625,42.84993193,245.625,32.57580902,"zero"
"Coenonympha tullia ampelos","Sierra Valley","yes","two",2,"larva",0,NA,1,3238045.588,29.5,"no",185.7777778,71.82753264,198.1111111,69.52417645,NA
"Coenonympha tullia california","Donner Pass","no","two",2,"no",0,0,0,3238045.588,29.5,"no",NA,NA,NA,NA,"zero"
"Coenonympha tullia california","Gates Canyon","yes","two",2,"larva",0,2,1,3238045.588,29.5,"no",149.3333333,103.1938452,184.8333333,94.07331119,"two"
"Coenonympha tullia california","Lang Crossing","yes","two",2,"larva",0,NA,1,3238045.588,29.5,"no",173.969697,47.62187316,202.0882353,49.02897575,NA
"Coenonympha tullia california","North Sacramento","yes","two",2,"larva",0,1,1,3238045.588,29.5,"no",118.0666667,50.04778669,244.0666667,32.80127756,"one"
"Coenonympha tullia california","Rancho Cordova","yes","two",2,"larva",0,2,1,3238045.588,29.5,"no",180.75,77.72432971,180.125,68.22952335,"two"
"Coenonympha tullia california","Suisun Marsh","no","two",2,NA,0,NA,1,3238045.588,29.5,"no",174.4444444,69.8285599,171.2222222,77.10184462,NA
"Coenonympha tullia california","Washington","yes","two",2,"larva",0,NA,1,3238045.588,29.5,"no",113.4375,46.5610508,241.375,52.13490565,NA
"Coenonympha tullia california","West Sacramento",NA,"two",2,"no",0,NA,1,3238045.588,29.5,"no",166.8571429,66.61688618,163.8571429,65.43299008,NA
"Colias alexandra","Donner Pass","no","one",1,"larva",0,0,0,2136722.676,43.5,"no",NA,NA,NA,NA,"zero"
"Colias alexandra","Sierra Valley","yes","one",1,"larva",0,2,1,2136722.676,43.5,"no",166,44.09081537,169,33.38263021,"two"
"Colias eurytheme","Castle Peak","no","multiple",3,"larva",1,4,1,6701998.752,49.5,"no",205.6666667,29.88564062,234.1818182,20.61949651,"multiple"
"Colias eurytheme","Donner Pass","yes","multiple",3,"larva",1,4,1,6701998.752,49.5,"no",153.902439,19.59949601,272.3703704,22.48614642,"multiple"
"Colias eurytheme","Gates Canyon","yes","multiple",3,"larva",1,6,1,6701998.752,49.5,"no",163,108.2667646,202.0714286,107.2032321,"multiple"
"Colias eurytheme","Lang Crossing","yes","multiple",3,"larva",1,6,1,6701998.752,49.5,"no",142.7142857,25.70022845,239.4482759,47.59770868,"multiple"
"Colias eurytheme","North Sacramento","yes","multiple",3,"larva",1,5,1,6701998.752,49.5,"no",65.45454545,26.29887225,313.25,39.45352513,"multiple"
"Colias eurytheme","Rancho Cordova","yes","multiple",3,"larva",1,5,1,6701998.752,49.5,"no",164.8571429,110.0040958,202.1428571,109.3384704,"multiple"
"Colias eurytheme","Sierra Valley","yes","multiple",3,"larva",1,4,1,6701998.752,49.5,"no",188.8181818,74.03217974,200.8181818,74.68040999,"multiple"
"Colias eurytheme","Suisun Marsh","yes","multiple",3,"larva",1,5,1,6701998.752,49.5,"no",166.2142857,105.9652908,197.5714286,105.0235976,"multiple"
"Colias eurytheme","Washington","yes","multiple",3,"larva",1,4,1,6701998.752,49.5,"no",119.5806452,48.93177168,253.7741935,53.83165715,"multiple"
"Colias eurytheme","West Sacramento","yes","multiple",3,"larva",1,5,1,6701998.752,49.5,"no",158.6428571,109.5624916,203.8571429,112.7774235,"multiple"
"Colias philodice (eriphyle)","Donner Pass","no","multiple",3,"no",1,0,0,5484105.768,52,"no",212,27.06935537,215.6666667,29.21900067,"zero"
"Colias philodice (eriphyle)","Sierra Valley","yes","multiple",3,"larva",1,4,1,5484105.768,52,"no",183.9090909,76.28427695,215.0909091,79.24197694,"multiple"
"Danaus glippus","Donner Pass","no",NA,NA,NA,0,NA,1,2431889.841,34.5,"no",NA,NA,NA,NA,NA
"Danaus plexippus","Castle Peak","no","multiple",3,"no",1,1,1,6463445.112,95,"no",213.5,19.6922755,222.4285714,21.44661145,"one"
"Danaus plexippus","Donner Pass","no","multiple",3,"no",1,0,0,6463445.112,95,"no",196.7317073,37.81469581,251.5121951,26.9482114,"zero"
"Danaus plexippus","Gates Canyon","no","multiple",3,"no",1,1,1,6463445.112,95,"no",177.6923077,92.73653057,214.0769231,96.12098413,"one"
"Danaus plexippus","Lang Crossing","no","multiple",3,"no",1,1,1,6463445.112,95,"no",166,25.05019351,244.7142857,27.88677955,"one"
"Danaus plexippus","North Sacramento","no","multiple",3,"no",1,1,1,6463445.112,95,"no",129.5454545,57.52124114,273.2424242,35.51058848,"one"
"Danaus plexippus","Rancho Cordova","no","multiple",3,"no",1,1,1,6463445.112,95,"no",166.5,91.09984532,198,87.11956257,"one"
"Danaus plexippus","Sierra Valley","no","multiple",3,"no",1,1,1,6463445.112,95,"no",188.5,66.88007509,199.2,72.20772504,"one"
"Danaus plexippus","Suisun Marsh","no","multiple",3,"no",1,1,1,6463445.112,95,"no",159.5,114.9299118,198.7857143,109.3161812,"one"
"Danaus plexippus","Washington","no","multiple",3,"no",1,1,1,6463445.112,95,"no",142.4814815,51.47319719,232.5925926,39.86347785,"one"
"Danaus plexippus","West Sacramento","no","multiple",3,"no",1,1,1,6463445.112,95,"no",165.9166667,92.15447341,191.25,88.91070597,"one"
"Epargyreus clarus","Gates Canyon","no","one",1,"larva",0,2,1,4690602.34,44,"no",142.3333333,25.77466456,140.3333333,26.50157228,"two"
"Epargyreus clarus","Lang Crossing","no","one",1,"pupa",0,2,1,4690602.34,44,"no",173.2631579,21.90342973,183.6315789,24.35207161,"two"
"Epargyreus clarus","North Sacramento","yes","one",1,"pupa",0,1,1,4690602.34,44,"yes",120,19.36491673,164.2857143,71.91363868,"one"
"Epargyreus clarus","Rancho Cordova","no","one",1,"no",0,0,0,4690602.34,44,"no",NA,NA,NA,NA,"zero"
"Epargyreus clarus","Suisun Marsh","no","one",1,"no",0,0,0,4690602.34,44,"no",NA,NA,NA,NA,"zero"
"Epargyreus clarus","Washington","yes","one",1,"pupa",0,1,1,4690602.34,44,"no",152.6206897,19.3490749,179.5172414,14.12601625,"one"
"Epargyreus clarus","West Sacramento","no","one",1,"no",0,0,0,4690602.34,44,"no",NA,NA,NA,NA,"zero"
"Erynnis brizo lacustra","Washington","no","one",1,"no",0,1,1,2592740.077,32.5,"no",NA,NA,NA,NA,"one"
"Erynnis funeralis","North Sacramento","no","multiple",3,"no",1,0,0,1707483.172,35.5,"no",NA,NA,NA,NA,"zero"
"Erynnis funeralis","Suisun Marsh","no","multiple",3,"no",1,0,0,1707483.172,35.5,"no",NA,NA,NA,NA,"zero"
"Erynnis funeralis","West Sacramento","no","multiple",3,"no",1,0,0,1707483.172,35.5,"no",NA,NA,NA,NA,"zero"
"Erynnis icelus","Donner Pass",NA,"one",1,NA,0,2,1,2821977.547,25.5,"no",NA,NA,NA,NA,"two"
"Erynnis icelus","Lang Crossing","yes","one",1,"larva",0,1,1,2821977.547,25.5,"no",149.4642857,18.9921663,158.3793103,17.84939733,"one"
"Erynnis icelus","Washington","yes","one",1,"larva",0,1,1,2821977.547,25.5,"no",131.0909091,26.15504885,147.3181818,23.80953463,"one"
"Erynnis pacuvius","Gates Canyon",NA,"one",1,"larva",0,1,1,1337863.845,30.5,"no",125,30.14133375,126.6,29.44995756,"one"
"Erynnis pacuvius","Lang Crossing",NA,"one",1,"larva",0,1,1,1337863.845,30.5,"no",177.3333333,36.84087404,184.8888889,35.42401884,"one"
"Erynnis pacuvius","Washington","no","one",1,"larva",0,1,1,1337863.845,30.5,"no",NA,NA,NA,NA,"one"
"Erynnis persius","Castle Peak","no","two",2,NA,0,1,1,2473582.982,29.5,"no",NA,NA,NA,NA,"one"
"Erynnis persius","Donner Pass","yes","two",2,"larva",0,1,1,2473582.982,29.5,"no",203.2380952,30.13122095,213.7619048,29.87792624,"one"
"Erynnis persius","Gates Canyon",NA,"two",2,"larva",0,1,1,2473582.982,29.5,"no",151,73.1421751,158.8,78.24718667,"one"
"Erynnis persius","Lang Crossing","yes","two",2,"larva",0,1,1,2473582.982,29.5,"no",152.6,28.88094685,228.3777778,28.76099702,"one"
"Erynnis persius","North Sacramento",NA,"multiple",3,"larva",0,1,1,2473582.982,29.5,"no",195.8333333,27.70138384,201.6666667,28.3877908,"one"
"Erynnis persius","Rancho Cordova",NA,"multiple",3,"larva",0,1,1,2473582.982,29.5,"no",169.2,89.06009207,170.8,86.75655595,"one"
"Erynnis persius","Sierra Valley",NA,"two",2,NA,0,NA,1,2473582.982,29.5,"no",NA,NA,NA,NA,NA
"Erynnis persius","Suisun Marsh",NA,"two",2,NA,0,1,1,2473582.982,29.5,"no",NA,NA,NA,NA,"one"
"Erynnis persius","Washington","yes","two",2,"larva",0,1,1,2473582.982,29.5,"no",137.2758621,38.49480165,188.2068966,35.70552109,"one"
"Erynnis persius","West Sacramento",NA,"multiple",3,NA,0,1,1,2473582.982,29.5,"no",217.75,62.48399795,217.75,64.5,"one"
"Erynnis propertius","Castle Peak","yes","one",1,"larva",0,1,1,567068.5435,36.5,"no",194.65,18.12609343,203.6428571,16.86155892,"one"
"Erynnis propertius","Donner Pass","yes","one",1,"larva",0,1,1,567068.5435,36.5,"no",167.5641026,16.57168618,182.6585366,16.62619884,"one"
"Erynnis propertius","Gates Canyon","yes","two",2,"larva",0,1,1,567068.5435,36.5,"no",108.6,68.49687746,129.1,66.31984788,"one"
"Erynnis propertius","Lang Crossing","yes","one",1,"larva",0,1,1,567068.5435,36.5,"no",120.375,28.94906539,186,18.97856808,"one"
"Erynnis propertius","North Sacramento","no","one",1,"larva",0,1,1,567068.5435,36.5,"no",NA,NA,NA,NA,"one"
"Erynnis propertius","Rancho Cordova","yes","one",1,"larva",0,1,1,567068.5435,36.5,"no",141.8,53.76988004,133.8,60.71820155,"one"
"Erynnis propertius","Sierra Valley","no","one",1,"larva",0,1,1,567068.5435,36.5,"no",159.5,24.52889453,159.25,21.48449053,"one"
"Erynnis propertius","Suisun Marsh","no","two",2,"no",0,1,1,567068.5435,36.5,"no",NA,NA,NA,NA,"one"
